lat,lon,NO2,,,,,,
40.85,2.65,34.525.015,,,,,,
40.85,2.75,32.666.166,,,,,,
40.85,2.85,30.577.667,,,,,,
40.85,2.95,31.273.928,,,,,,
40.85,3.05,30.942.743,,,,,,
40.75,0.25,11.118.743,,,,,,
40.75,0.35,0.8937732,,,,,,
40.75,0.45,10.245.486,,,,,,
40.75,0.55,23.837.955,,,,,,
40.75,0.65,29.966.173,,,,,,
40.75,0.75,49.282.846,,,,,,
40.75,0.85,46.703.362,,,,,,
40.75,0.95,35.065.596,,,,,,
40.75,1.05,26.957.736,,,,,,
40.75,1.15,23.665.364,,,,,,
40.75,1.25,24.907.606,,,,,,
40.75,1.35,24.312.315,,,,,,
40.75,1.45,30.791.895,,,,,,
40.75,1.55,38.302.474,,,,,,
40.75,1.65,45.579.996,,,,,,
40.75,1.75,53.668.957,,,,,,
40.75,1.85,4.865.757,,,,,,
40.75,1.95,4.429.313,,,,,,
40.75,2.05,38.498.442,,,,,,
40.75,2.15,39.718.373,,,,,,
40.75,2.25,34.701.302,,,,,,
40.75,2.35,33.439.732,,,,,,
40.75,2.45,3.585.508,,,,,,
40.75,2.55,3.811.141,,,,,,
40.75,2.65,33.198.574,,,,,,
40.75,2.75,3.020.186,,,,,,
40.75,2.85,245.971,,,,,,
40.75,2.95,24.875.064,,,,,,
40.75,3.05,27.715.814,,,,,,
40.65,0.25,0.9783278,,,,,,
40.65,0.35,0.9466518,,,,,,
40.65,0.45,14.454.315,,,,,,
40.65,0.55,28.407.812,,,,,,
40.65,0.65,40.540.543,,,,,,
40.65,0.75,4.374.658,,,,,,
40.65,0.85,2.953.196,,,,,,
40.65,0.95,19.946.526,,,,,,
40.65,1.05,2.525.158,,,,,,
40.65,1.15,31.273.856,,,,,,
40.65,1.25,31.862.895,,,,,,
40.65,1.35,35.376.318,,,,,,
40.65,1.45,34.824.011,,,,,,
40.65,1.55,3.963.652,,,,,,
40.65,1.65,44.317.718,,,,,,
40.65,1.75,4.475.136,,,,,,
40.65,1.85,36.745.248,,,,,,
40.65,1.95,36.269.186,,,,,,
40.65,2.05,4.076.131,,,,,,
40.65,2.15,4.287.638,,,,,,
40.65,2.25,37.602.944,,,,,,
40.65,2.35,34.555.924,,,,,,
40.65,2.45,34.712.741,,,,,,
40.65,2.55,34.523.878,,,,,,
40.65,2.65,31.875.615,,,,,,
40.65,2.75,30.102.882,,,,,,
40.65,2.85,2.581.639,,,,,,
40.65,2.95,25.642.166,,,,,,
40.65,3.05,2.567.343,,,,,,
40.55,0.25,11.392.303,,,,,,
40.55,0.35,13.693.963,,,,,,
40.55,0.45,28.312.528,,,,,,
40.55,0.55,36.684.923,,,,,,
40.55,0.65,4.198.962,,,,,,
40.55,0.75,3.230.997,,,,,,
40.55,0.85,2.384.158,,,,,,
40.55,0.95,23.959.672,,,,,,
40.55,1.05,34.058.473,,,,,,
40.55,1.15,37.854.335,,,,,,
40.55,1.25,36.088.493,,,,,,
40.55,1.35,35.153.065,,,,,,
40.55,1.45,37.322.352,,,,,,
40.55,1.55,37.077.997,,,,,,
40.55,1.65,41.175.838,,,,,,
40.55,1.75,34.444.368,,,,,,
40.55,1.85,27.056.074,,,,,,
40.55,1.95,2.789.146,,,,,,
40.55,2.05,32.272.098,,,,,,
40.55,2.15,4.262.428,,,,,,
40.55,2.25,3.705.604,,,,,,
40.55,2.35,33.658.793,,,,,,
40.55,2.45,3.324.007,,,,,,
40.55,2.55,28.489.168,,,,,,
40.55,2.65,26.266.804,,,,,,
40.55,2.75,27.900.128,,,,,,
40.55,2.85,27.212.749,,,,,,
40.55,2.95,2.454.587,,,,,,
40.55,3.05,2.360.646,,,,,,
43.15,0.25,2.126.986,,,,,,
43.15,0.35,2.430.949,,,,,,
43.15,0.45,25.890.021,,,,,,
43.15,0.55,28.623.338,,,,,,
43.15,0.65,30.660.393,,,,,,
43.15,0.75,35.507.998,,,,,,
43.15,0.85,357.709,,,,,,
43.15,0.95,34.619.608,,,,,,
43.15,1.05,31.449.025,,,,,,
43.15,1.15,2.681.543,,,,,,
43.15,1.25,22.436.144,,,,,,
43.15,1.35,19.947.895,,,,,,
43.15,1.45,18.460.658,,,,,,
43.15,1.55,19.070.729,,,,,,
43.15,1.65,2.047.739,,,,,,
43.15,1.75,18.982.481,,,,,,
43.15,1.85,1.810.496,,,,,,
43.15,1.95,15.824.189,,,,,,
43.15,2.05,15.503.379,,,,,,
43.15,2.15,17.568.784,,,,,,
43.15,2.25,16.225.929,,,,,,
43.15,2.35,16.232.538,,,,,,
43.15,2.45,15.636.677,,,,,,
43.15,2.55,14.558.002,,,,,,
43.15,2.65,14.448.578,,,,,,
43.15,2.75,15.117.198,,,,,,
43.15,2.85,16.681.104,,,,,,
43.15,2.95,19.710.503,,,,,,
43.15,3.05,20.353.045,,,,,,
43.05,0.25,10.067.301,,,,,,
43.05,0.35,12.871.102,,,,,,
43.05,0.45,14.788.431,,,,,,
43.05,0.55,19.275.935,,,,,,
43.05,0.65,22.200.458,,,,,,
43.05,0.75,20.225.716,,,,,,
43.05,0.85,17.283.572,,,,,,
43.05,0.95,1.853.022,,,,,,
43.05,1.05,15.511.976,,,,,,
43.05,1.15,15.991.522,,,,,,
43.05,1.25,18.032.342,,,,,,
43.05,1.35,16.065.276,,,,,,
43.05,1.45,13.261.048,,,,,,
43.05,1.55,13.615.324,,,,,,
43.05,1.65,13.735.833,,,,,,
43.05,1.75,14.030.353,,,,,,
43.05,1.85,13.199.444,,,,,,
43.05,1.95,13.548.391,,,,,,
43.05,2.05,12.486.343,,,,,,
43.05,2.15,13.144.519,,,,,,
43.05,2.25,12.962.904,,,,,,
43.05,2.35,11.382.372,,,,,,
43.05,2.45,0.9732635,,,,,,
43.05,2.55,10.003.067,,,,,,
43.05,2.65,0.9590455,,,,,,
43.05,2.75,10.940.913,,,,,,
43.05,2.85,12.048.934,,,,,,
43.05,2.95,16.931.143,,,,,,
43.05,3.05,19.993.298,,,,,,
42.95,0.25,0.75983065,,,,,,
42.95,0.35,0.84058386,,,,,,
42.95,0.45,0.84592,,,,,,
42.95,0.55,10.717.233,,,,,,
42.95,0.65,11.713.344,,,,,,
42.95,0.75,0.80195874,,,,,,
42.95,0.85,0.7934535,,,,,,
42.95,0.95,0.74648666,,,,,,
42.95,1.05,0.7550416,,,,,,
42.95,1.15,0.88892204,,,,,,
42.95,1.25,0.8420973,,,,,,
42.95,1.35,0.764435,,,,,,
42.95,1.45,0.6852237,,,,,,
42.95,1.55,0.75390476,,,,,,
42.95,1.65,0.9498156,,,,,,
42.95,1.75,0.94573706,,,,,,
42.95,1.85,0.79623884,,,,,,
42.95,1.95,0.88445985,,,,,,
42.95,2.05,0.84779584,,,,,,
42.95,2.15,10.004.133,,,,,,
42.95,2.25,10.019.481,,,,,,
42.95,2.35,0.85741657,,,,,,
42.95,2.45,0.7617136,,,,,,
42.95,2.55,0.76757556,,,,,,
42.95,2.65,0.8347503,,,,,,
42.95,2.75,0.8221026,,,,,,
42.95,2.85,0.8456571,,,,,,
42.95,2.95,11.741.055,,,,,,
42.95,3.05,13.588.537,,,,,,
42.85,0.25,0.49022943,,,,,,
42.85,0.35,0.52638185,,,,,,
42.85,0.45,0.55994076,,,,,,
42.85,0.55,0.5979477,,,,,,
42.85,0.65,0.6796885,,,,,,
42.85,0.75,0.60861295,,,,,,
42.85,0.85,0.32159632,,,,,,
42.85,0.95,0.39904547,,,,,,
42.85,1.05,0.52487546,,,,,,
42.85,1.15,0.5166332,,,,,,
42.85,1.25,0.76711375,,,,,,
42.85,1.35,0.5012357,,,,,,
42.85,1.45,0.4215839,,,,,,
42.85,1.55,0.6173526,,,,,,
42.85,1.65,0.7254404,,,,,,
42.85,1.75,0.62548125,,,,,,
42.85,1.85,0.59280336,,,,,,
42.85,1.95,0.45517835,,,,,,
42.85,2.05,0.489931,,,,,,
42.85,2.15,0.5453178,,,,,,
42.85,2.25,0.5961287,,,,,,
42.85,2.35,0.61382836,,,,,,
42.85,2.45,0.72070104,,,,,,
42.85,2.55,0.7148391,,,,,,
42.85,2.65,0.72070104,,,,,,
42.85,2.75,0.73791754,,,,,,
42.85,2.85,0.9130521,,,,,,
42.85,2.95,12.945.923,,,,,,
42.85,3.05,11.893.395,,,,,,
42.75,0.25,0.3769476,,,,,,
42.75,0.35,0.4003884,,,,,,
42.75,0.45,0.36523074,,,,,,
42.75,0.55,0.53124905,,,,,,
42.75,0.65,0.67578053,,,,,,
42.75,0.75,0.4492169,,,,,,
42.75,0.85,0.3013032,,,,,,
42.75,0.95,0.2588412,,,,,,
42.75,1.05,0.29516414,,,,,,
42.75,1.15,0.42363027,,,,,,
42.75,1.25,0.37279093,,,,,,
42.75,1.35,0.32279003,,,,,,
42.75,1.45,0.32163894,,,,,,
42.75,1.55,0.4755283,,,,,,
42.75,1.65,0.5116807,,,,,,
42.75,1.75,0.6757308,,,,,,
42.75,1.85,0.44572812,,,,,,
42.75,1.95,0.3087355,,,,,,
42.75,2.05,0.26826298,,,,,,
42.75,2.15,0.33288684,,,,,,
42.75,2.25,0.3626799,,,,,,
42.75,2.35,0.46344906,,,,,,
42.75,2.45,0.57351214,,,,,,
42.75,2.55,0.72737306,,,,,,
42.75,2.65,0.8450105,,,,,,
42.75,2.75,12.011.487,,,,,,
42.75,2.85,14.210.618,,,,,,
42.75,2.95,1.333.466,,,,,,
42.75,3.05,12.363.278,,,,,,
42.65,0.25,0.3460674,,,,,,
42.65,0.35,0.3059928,,,,,,
42.65,0.45,0.28521654,,,,,,
42.65,0.55,0.4284051,,,,,,
42.65,0.65,0.36207592,,,,,,
42.65,0.75,0.34960592,,,,,,
42.65,0.85,0.2397418,,,,,,
42.65,0.95,0.24150394,,,,,,
42.65,1.05,0.30457172,,,,,,
42.65,1.15,0.35689607,,,,,,
42.65,1.25,0.28710657,,,,,,
42.65,1.35,0.23991233,,,,,,
42.65,1.45,0.23007841,,,,,,
42.65,1.55,0.24218607,,,,,,
42.65,1.65,0.26455393,,,,,,
42.65,1.75,0.28651682,,,,,,
42.65,1.85,0.3268117,,,,,,
42.65,1.95,0.30892023,,,,,,
42.65,2.05,0.30946025,,,,,,
42.65,2.15,0.38745654,,,,,,
42.65,2.25,0.42031914,,,,,,
42.65,2.35,0.46094796,,,,,,
42.65,2.45,0.71623886,,,,,,
42.65,2.55,0.8876076,,,,,,
42.65,2.65,0.85814136,,,,,,
42.65,2.75,12.284.762,,,,,,
42.65,2.85,24.042.966,,,,,,
42.65,2.95,19.609.321,,,,,,
42.65,3.05,14.489.789,,,,,,
42.55,0.25,0.3554679,,,,,,
42.55,0.35,0.3687266,,,,,,
42.55,0.45,0.39260796,,,,,,
42.55,0.55,0.39703465,,,,,,
42.55,0.65,0.38290194,,,,,,
42.55,0.75,0.28862715,,,,,,
42.55,0.85,0.24559666,,,,,,
42.55,0.95,0.24713144,,,,,,
42.55,1.05,0.3041241,,,,,,
42.55,1.15,0.43777716,,,,,,
42.55,1.25,0.34078097,,,,,,
42.55,1.35,0.21728154,,,,,,
42.55,1.45,0.18991853,,,,,,
42.55,1.55,0.20898241,,,,,,
42.55,1.65,0.19347125,,,,,,
42.55,1.75,0.25327054,,,,,,
42.55,1.85,0.2574343,,,,,,
42.55,1.95,0.2976155,,,,,,
42.55,2.05,0.37258488,,,,,,
42.55,2.15,0.39694226,,,,,,
42.55,2.25,0.44648132,,,,,,
42.55,2.35,0.59307337,,,,,,
42.55,2.45,0.7695296,,,,,,
42.55,2.55,0.71623886,,,,,,
42.55,2.65,0.78673893,,,,,,
42.55,2.75,14.443.462,,,,,,
42.55,2.85,24.553.776,,,,,,
42.55,2.95,2.900.632,,,,,,
42.55,3.05,22.226.534,,,,,,
42.45,0.25,0.45303252,,,,,,
42.45,0.35,0.44066906,,,,,,
42.45,0.45,0.45161852,,,,,,
42.45,0.55,0.45519966,,,,,,
42.45,0.65,0.44517392,,,,,,
42.45,0.75,0.4291796,,,,,,
42.45,0.85,0.34768745,,,,,,
42.45,0.95,0.3373064,,,,,,
42.45,1.05,0.3769476,,,,,,
42.45,1.15,0.53082275,,,,,,
42.45,1.25,0.36729842,,,,,,
42.45,1.35,0.3914853,,,,,,
42.45,1.45,0.38057137,,,,,,
42.45,1.55,0.3695011,,,,,,
42.45,1.65,0.36022142,,,,,,
42.45,1.75,0.34993276,,,,,,
42.45,1.85,0.54420936,,,,,,
42.45,1.95,1.295.381,,,,,,
42.45,2.05,0.6484318,,,,,,
42.45,2.15,0.41796723,,,,,,
42.45,2.25,0.3769476,,,,,,
42.45,2.35,0.4492169,,,,,,
42.45,2.45,0.42968407,,,,,,
42.45,2.55,0.58633745,,,,,,
42.45,2.65,0.75576633,,,,,,
42.45,2.75,11.328.088,,,,,,
42.45,2.85,21.567.008,,,,,,
42.45,2.95,31.425.717,,,,,,
42.45,3.05,24.957.576,,,,,,
42.35,0.25,0.68411523,,,,,,
42.35,0.35,0.58557004,,,,,,
42.35,0.45,0.5183385,,,,,,
42.35,0.55,0.45312488,,,,,,
42.35,0.65,0.46947446,,,,,,
42.35,0.75,0.49064153,,,,,,
42.35,0.85,0.41745564,,,,,,
42.35,0.95,0.38280958,,,,,,
42.35,1.05,0.6035113,,,,,,
42.35,1.15,0.5937484,,,,,,
42.35,1.25,0.5403085,,,,,,
42.35,1.35,0.66368,,,,,,
42.35,1.45,10.968.269,,,,,,
42.35,1.55,0.9116097,,,,,,
42.35,1.65,0.96729493,,,,,,
42.35,1.75,14.641.064,,,,,,
42.35,1.85,21.874.957,,,,,,
42.35,1.95,17.504.125,,,,,,
42.35,2.05,0.92017883,,,,,,
42.35,2.15,0.56144,,,,,,
42.35,2.25,0.48397666,,,,,,
42.35,2.35,0.5577168,,,,,,
42.35,2.45,0.594061,,,,,,
42.35,2.55,0.6651579,,,,,,
42.35,2.65,0.5805252,,,,,,
42.35,2.75,0.53710395,,,,,,
42.35,2.85,14.568.305,,,,,,
42.35,2.95,20.365.977,,,,,,
42.35,3.05,22.286.503,,,,,,
42.25,0.25,0.6738621,,,,,,
42.25,0.35,0.7188323,,,,,,
42.25,0.45,0.65889806,,,,,,
42.25,0.55,0.63451225,,,,,,
42.25,0.65,0.62735707,,,,,,
42.25,0.75,0.5925973,,,,,,
42.25,0.85,0.59787667,,,,,,
42.25,0.95,0.6827723,,,,,,
42.25,1.05,0.66879594,,,,,,
42.25,1.15,0.6132812,,,,,,
42.25,1.25,0.6024028,,,,,,
42.25,1.35,0.87157774,,,,,,
42.25,1.45,10.858.988,,,,,,
42.25,1.55,12.318.513,,,,,,
42.25,1.65,1.120.552,,,,,,
42.25,1.75,1.534.237,,,,,,
42.25,1.85,39.295.902,,,,,,
42.25,1.95,2.353.514,,,,,,
42.25,2.05,15.583.315,,,,,,
42.25,2.15,17.119.651,,,,,,
42.25,2.25,1.678.733,,,,,,
42.25,2.35,13.916.665,,,,,,
42.25,2.45,14.989.585,,,,,,
42.25,2.55,20.427.012,,,,,,
42.25,2.65,22.178.502,,,,,,
42.25,2.75,17.480.819,,,,,,
42.25,2.85,19.886.078,,,,,,
42.25,2.95,41.979.766,,,,,,
42.25,3.05,36.414.652,,,,,,
42.15,0.25,0.7523913,,,,,,
42.15,0.35,0.9063517,,,,,,
42.15,0.45,0.8353969,,,,,,
42.15,0.55,0.8796282,,,,,,
42.15,0.65,0.89835805,,,,,,
42.15,0.75,0.70142406,,,,,,
42.15,0.85,10.040.797,,,,,,
42.15,0.95,11.374.699,,,,,,
42.15,1.05,0.75906324,,,,,,
42.15,1.15,0.71637386,,,,,,
42.15,1.25,0.7242751,,,,,,
42.15,1.35,0.8943009,,,,,,
42.15,1.45,11.403.334,,,,,,
42.15,1.55,11.192.161,,,,,,
42.15,1.65,0.9296859,,,,,,
42.15,1.75,12.289.026,,,,,,
42.15,1.85,28.010.068,,,,,,
42.15,1.95,28.769.495,,,,,,
42.15,2.05,25.957.026,,,,,,
42.15,2.15,25.175.784,,,,,,
42.15,2.25,22.402.322,,,,,,
42.15,2.35,24.394.472,,,,,,
42.15,2.45,25.746.846,,,,,,
42.15,2.55,2.556.246,,,,,,
42.15,2.65,24.022.858,,,,,,
42.15,2.75,28.318.799,,,,,,
42.15,2.85,35.984.914,,,,,,
42.15,2.95,49.924.626,,,,,,
42.15,3.05,521.504,,,,,,
42.05,0.25,10.040.797,,,,,,
42.05,0.35,0.9732848,,,,,,
42.05,0.45,0.9385179,,,,,,
42.05,0.55,0.8193315,,,,,,
42.05,0.65,0.64271903,,,,,,
42.05,0.75,0.83941144,,,,,,
42.05,0.85,11.608.894,,,,,,
42.05,0.95,12.949.048,,,,,,
42.05,1.05,0.82346684,,,,,,
42.05,1.15,0.76309913,,,,,,
42.05,1.25,0.84610474,,,,,,
42.05,1.35,0.9062451,,,,,,
42.05,1.45,0.9648436,,,,,,
42.05,1.55,0.8613246,,,,,,
42.05,1.65,10.457.885,,,,,,
42.05,1.75,1.549.002,,,,,,
42.05,1.85,23.124.945,,,,,,
42.05,1.95,20.815.895,,,,,,
42.05,2.05,21.756.012,,,,,,
42.05,2.15,2.554.683,,,,,,
42.05,2.25,3.148.796,,,,,,
42.05,2.35,21.710.184,,,,,,
42.05,2.45,1.779.296,,,,,,
42.05,2.55,1.492.187,,,,,,
42.05,2.65,14.640.709,,,,,,
42.05,2.75,22.373.333,,,,,,
42.05,2.85,3.798.353,,,,,,
42.05,2.95,59.690.113,,,,,,
42.05,3.05,63.297.324,,,,,,
41.95,0.25,12.490.748,,,,,,
41.95,0.35,10.570.294,,,,,,
41.95,0.45,0.9662575,,,,,,
41.95,0.55,0.82736063,,,,,,
41.95,0.65,0.6787577,,,,,,
41.95,0.75,0.8857672,,,,,,
41.95,0.85,10.435.077,,,,,,
41.95,0.95,0.90748143,,,,,,
41.95,1.05,11.001.806,,,,,,
41.95,1.15,11.044.865,,,,,,
41.95,1.25,12.820.796,,,,,,
41.95,1.35,15.302.579,,,,,,
41.95,1.45,16.215.484,,,,,,
41.95,1.55,15.106.469,,,,,,
41.95,1.65,1.542.593,,,,,,
41.95,1.75,20.820.298,,,,,,
41.95,1.85,24.409.037,,,,,,
41.95,1.95,22.136.438,,,,,,
41.95,2.05,2.838.303,,,,,,
41.95,2.15,33.260.481,,,,,,
41.95,2.25,3.975.605,,,,,,
41.95,2.35,15.687.338,,,,,,
41.95,2.45,0.94666076,,,,,,
41.95,2.55,0.7301087,,,,,,
41.95,2.65,0.8691263,,,,,,
41.95,2.75,403.458,,,,,,
41.95,2.85,7.342.178,,,,,,
41.95,2.95,7.971.889,,,,,,
41.95,3.05,60.488.834,,,,,,
41.85,0.25,25.704.498,,,,,,
41.85,0.35,16.009.641,,,,,,
41.85,0.45,13.703.787,,,,,,
41.85,0.55,10.901.691,,,,,,
41.85,0.65,0.83867246,,,,,,
41.85,0.75,0.9238523,,,,,,
41.85,0.85,0.90907305,,,,,,
41.85,0.95,11.075.063,,,,,,
41.85,1.05,17.184.168,,,,,,
41.85,1.15,24.492.881,,,,,,
41.85,1.25,2.551.862,,,,,,
41.85,1.35,23.960.898,,,,,,
41.85,1.45,208.581,,,,,,
41.85,1.55,20.644.724,,,,,,
41.85,1.65,20.596.762,,,,,,
41.85,1.75,27.246.091,,,,,,
41.85,1.85,32.976.904,,,,,,
41.85,1.95,30.214.314,,,,,,
41.85,2.05,28.407.972,,,,,,
41.85,2.15,28.961.768,,,,,,
41.85,2.25,26.231.153,,,,,,
41.85,2.35,10.178.359,,,,,,
41.85,2.45,0.91600794,,,,,,
41.85,2.55,12.198.929,,,,,,
41.85,2.65,1.614.841,,,,,,
41.85,2.75,55.913.224,,,,,,
41.85,2.85,69.219.627,,,,,,
41.85,2.95,67.390.122,,,,,,
41.85,3.05,54.556.017,,,,,,
41.75,0.25,34.539.814,,,,,,
41.75,0.35,3.468.661,,,,,,
41.75,0.45,30.952.497,,,,,,
41.75,0.55,18.783.671,,,,,,
41.75,0.65,1.424.245,,,,,,
41.75,0.75,176.986,,,,,,
41.75,0.85,3.259.321,,,,,,
41.75,0.95,38.024.244,,,,,,
41.75,1.05,4.191.411,,,,,,
41.75,1.15,49.303.045,,,,,,
41.75,1.25,4.732.816,,,,,,
41.75,1.35,4.787.521,,,,,,
41.75,1.45,38.663.805,,,,,,
41.75,1.55,3.368.361,,,,,,
41.75,1.65,29.881.425,,,,,,
41.75,1.75,54.531.217,,,,,,
41.75,1.85,5.400.826,,,,,,
41.75,1.95,34.593.956,,,,,,
41.75,2.05,2.239.479,,,,,,
41.75,2.15,25.019.536,,,,,,
41.75,2.25,23.145.409,,,,,,
41.75,2.35,10.597.508,,,,,,
41.75,2.45,19.277.284,,,,,,
41.75,2.55,2.803.714,,,,,,
41.75,2.65,4.293.253,,,,,,
41.75,2.75,5.800.698,,,,,,
41.75,2.85,54.420.233,,,,,,
41.75,2.95,4.836.861,,,,,,
41.75,3.05,38.181.841,,,,,,
41.65,0.25,21.982.677,,,,,,
41.65,0.35,32.237.725,,,,,,
41.65,0.45,36.852.915,,,,,,
41.65,0.55,35.290.074,,,,,,
41.65,0.65,3.989.553,,,,,,
41.65,0.75,43.307.557,,,,,,
41.65,0.85,46.208.987,,,,,,
41.65,0.95,46.799.374,,,,,,
41.65,1.05,4.966.769,,,,,,
41.65,1.15,56.445.417,,,,,,
41.65,1.25,5.901.325,,,,,,
41.65,1.35,6.714.257,,,,,,
41.65,1.45,6.276.179,,,,,,
41.65,1.55,49.279.594,,,,,,
41.65,1.65,62.316.494,,,,,,
41.65,1.75,73.613.267,,,,,,
41.65,1.85,6.993.735,,,,,,
41.65,1.95,439.118,,,,,,
41.65,2.05,3.662.888,,,,,,
41.65,2.15,4.227.336,,,,,,
41.65,2.25,46.694.713,,,,,,
41.65,2.35,46.035.185,,,,,,
41.65,2.45,4.810.095,,,,,,
41.65,2.55,5.400.577,,,,,,
41.65,2.65,6.789.468,,,,,,
41.65,2.75,8.985.862,,,,,,
41.65,2.85,67.159.977,,,,,,
41.65,2.95,445.898,,,,,,
41.65,3.05,5.466.871,,,,,,
41.55,0.25,17.418.362,,,,,,
41.55,0.35,18.498.743,,,,,,
41.55,0.45,21.982.677,,,,,,
41.55,0.55,2.618.646,,,,,,
41.55,0.65,29.746.065,,,,,,
41.55,0.75,34.335.887,,,,,,
41.55,0.85,38.710.911,,,,,,
41.55,0.95,2.743.865,,,,,,
41.55,1.05,25.113.611,,,,,,
41.55,1.15,2.559.337,,,,,,
41.55,1.25,26.604.898,,,,,,
41.55,1.35,44.925.675,,,,,,
41.55,1.45,649.023,,,,,,
41.55,1.55,8.523.434,,,,,,
41.55,1.65,8.628.906,,,,,,
41.55,1.75,8.085.938,,,,,,
41.55,1.85,9.297.989,,,,,,
41.55,1.95,9.028.701,,,,,,
41.55,2.05,11.524.183,,,,,,
41.55,2.15,11.588.445,,,,,,
41.55,2.25,9.371.431,,,,,,
41.55,2.35,5.843.281,,,,,,
41.55,2.45,5.972.479,,,,,,
41.55,2.55,6.178.309,,,,,,
41.55,2.65,7.497.147,,,,,,
41.55,2.75,72.187.495,,,,,,
41.55,2.85,68.029.327,,,,,,
41.55,2.95,7.714.907,,,,,,
41.55,3.05,6.672.456,,,,,,
41.45,0.25,17.839.004,,,,,,
41.45,0.35,18.188.661,,,,,,
41.45,0.45,17.987.863,,,,,,
41.45,0.55,18.658.402,,,,,,
41.45,0.65,19.789.231,,,,,,
41.45,0.75,19.796.762,,,,,,
41.45,0.85,19.220.085,,,,,,
41.45,0.95,18.792.837,,,,,,
41.45,1.05,1.888.876,,,,,,
41.45,1.15,18.574.202,,,,,,
41.45,1.25,18.183.546,,,,,,
41.45,1.35,20.483.217,,,,,,
41.45,1.45,37.441.385,,,,,,
41.45,1.55,7.952.946,,,,,,
41.45,1.65,8.282.695,,,,,,
41.45,1.75,9.992.623,,,,,,
41.45,1.85,14.437.359,,,,,,
41.45,1.95,15.744.004,,,,,,
41.45,2.05,19.408.203,,,,,,
41.45,2.15,2.058.018,,,,,,
41.45,2.25,10.967.253,,,,,,
41.45,2.35,5.808.592,,,,,,
41.45,2.45,6.119.135,,,,,,
41.45,2.55,68.585.186,,,,,,
41.45,2.65,75.898.447,,,,,,
41.45,2.75,675.976,,,,,,
41.45,2.85,57.773.423,,,,,,
41.45,2.95,4.853.516,,,,,,
41.45,3.05,38.878.033,,,,,,
41.35,0.25,19.323.611,,,,,,
41.35,0.35,18.963.864,,,,,,
41.35,0.45,1.957.287,,,,,,
41.35,0.55,15.868.385,,,,,,
41.35,0.65,14.699.755,,,,,,
41.35,0.75,12.820.724,,,,,,
41.35,0.85,12.279.291,,,,,,
41.35,0.95,0.97086185,,,,,,
41.35,1.05,12.187.489,,,,,,
41.35,1.15,21.953.118,,,,,,
41.35,1.25,27.489.097,,,,,,
41.35,1.35,21.714.942,,,,,,
41.35,1.45,33.457.017,,,,,,
41.35,1.55,8.872.274,,,,,,
41.35,1.65,11.670.271,,,,,,
41.35,1.75,12.904.903,,,,,,
41.35,1.85,14.480.575,,,,,,
41.35,1.95,1.630.107,,,,,,
41.35,2.05,22.620.794,,,,,,
41.35,2.15,26.468.546,,,,,,
41.35,2.25,9.742.519,,,,,,
41.35,2.35,70.570.726,,,,,,
41.35,2.45,7.435.543,,,,,,
41.35,2.55,8.523.839,,,,,,
41.35,2.65,67.897.167,,,,,,
41.35,2.75,46.515.303,,,,,,
41.35,2.85,3.631.894,,,,,,
41.35,2.95,29.716.365,,,,,,
41.35,3.05,2.657.456,,,,,,
41.25,0.25,30.669.346,,,,,,
41.25,0.35,26.058.207,,,,,,
41.25,0.45,2.136.685,,,,,,
41.25,0.55,18.019.907,,,,,,
41.25,0.65,18.207.349,,,,,,
41.25,0.75,13.655.471,,,,,,
41.25,0.85,0.9371395,,,,,,
41.25,0.95,0.8003458,,,,,,
41.25,1.05,0.7871084,,,,,,
41.25,1.15,16.867.124,,,,,,
41.25,1.25,33.618.453,,,,,,
41.25,1.35,5.907.642,,,,,,
41.25,1.45,7.836.012,,,,,,
41.25,1.55,13.467.355,,,,,,
41.25,1.65,17.450.003,,,,,,
41.25,1.75,1.373.309,,,,,,
41.25,1.85,1.523.051,,,,,,
41.25,1.95,21.080.812,,,,,,
41.25,2.05,27.752.312,,,,,,
41.25,2.15,23.948.023,,,,,,
41.25,2.25,12.787.991,,,,,,
41.25,2.35,9.253.588,,,,,,
41.25,2.45,8.425.037,,,,,,
41.25,2.55,60.291.657,,,,,,
41.25,2.65,49.534.683,,,,,,
41.25,2.75,39.520.648,,,,,,
41.25,2.85,34.433.303,,,,,,
41.25,2.95,29.727.378,,,,,,
41.25,3.05,2.350.217,,,,,,
41.15,0.25,31.413.994,,,,,,
41.15,0.35,24.713.788,,,,,,
41.15,0.45,1.799.312,,,,,,
41.15,0.55,17.470.871,,,,,,
41.15,0.65,23.990.812,,,,,,
41.15,0.75,2.321.433,,,,,,
41.15,0.85,16.140.451,,,,,,
41.15,0.95,10.777.417,,,,,,
41.15,1.05,28.495.014,,,,,,
41.15,1.15,61.476.912,,,,,,
41.15,1.25,17.693.264,,,,,,
41.15,1.35,11.641.736,,,,,,
41.15,1.45,14.798.826,,,,,,
41.15,1.55,1.744.613,,,,,,
41.15,1.65,1.632.277,,,,,,
41.15,1.75,16.505.373,,,,,,
41.15,1.85,19.250.164,,,,,,
41.15,1.95,25.726.562,,,,,,
41.15,2.05,29.345.974,,,,,,
41.15,2.15,16.772.188,,,,,,
41.15,2.25,9.759.764,,,,,,
41.15,2.35,7.810.873,,,,,,
41.15,2.45,6.554.648,,,,,,
41.15,2.55,5.630.814,,,,,,
41.15,2.65,4.671.752,,,,,,
41.15,2.75,41.727.734,,,,,,
41.15,2.85,37.485.723,,,,,,
41.15,2.95,30.309.882,,,,,,
